# Text export 
# created by voodoo camera tracker - www.digilab.uni-hannover.de
# Creation date: Wed Mar 28 11:17:16 2012
# The camera (one line per frame) 
#
# Description of the CAHV camera model:
# -------------
# (Cx, Cy, Cz)    : CameraPosition [mm]
# (Ax, Ay, Az)    : RotationAxis2  [unit vector]
# (Hx, Hy, Hz)    : RotationAxis0 [pel] (including FocalLength, PixelSizeX, and Principal Point offset) 
# (Vx, Vy, Vz)    : RotationAxis1 [pel] (including FocalLength, PixelSizeY, and Principal Point offset) 
# (K3, K5)        : Radialdistortion;	K3 [1/(mm)^2]	K5 [1/(mm)^4]
# (sx, sy)        : PixelSize	[mm/pel]
# (Width, Height) : ImageSize	[pel]
# -------------
# (ppx, ppy)      : Principal Point offset [pel]
# f               : Focal Length [mm]
# fov             : Horizontal Field of View [degree] = (2*atan(0.5*Width*sx/f)*180/PI;
# (H0x, H0y, H0z) : RotationAxis0 [unit vector]
# (V0x, V0y, V0z) : RotationAxis1 [unit vector]
# -------------
# (x, y)          : image coordinates [pel]
# (X, Y, Z)       : 3D coordinates [mm]
# -------------
# Projection of 3D coordinates in the camera image:
#  [ x' ] =  [ Hx Hy Hz ] [ 1 0 0 -Cx] [ X ]
#  [ y' ] =  [ Vx Vy Vz ] [ 0 1 0 -Cy] [ Y ]
#  [ z' ] =  [ Ax Ay Az ] [ 0 0 1 -Cz] [ Z ]
#                                      [ 1 ]
# or 
#  [ x' ] =  [f/sx 0    ppx] [ H0x H0y H0z ] [ 1 0 0 -Cx] [ X ]
#  [ y' ] =  [0    f/sy ppy] [ V0x V0y V0z ] [ 0 1 0 -Cy] [ Y ]
#  [ z' ] =  [0    0    1  ] [ Ax  Ay  Az  ] [ 0 0 1 -Cz] [ Z ]
#                                                         [ 1 ]
# then x = x'/z' and y = y'/z' , if the origin of the image coordinates is in the center of the image
# or x = x'/z' + 0.5*(Width-1) and y = y'/z' + 0.5*(Height-1) , if the origin of the image coordinates is in the upper left corner
# -------------
# Cx Cy Cz Ax Ay Az Hx Hy Hz Vx Vy Vz K3 K5 sx sy Width Height ppx ppy f fov H0x H0y H0z V0x V0y V0z
#
#timeindex 0
0.0000000000	0.0000000000	0.0000000000	-0.0000000000	0.1218693434	0.9925461516	-2443.0737688043	0.0000000000	-0.0000000000	-0.0000000000	-2586.5210319042	317.5848491685	0.0000000000	0.0000000000	0.0106666667	0.0100000000	960	540	0.0000000000	-0.0000000000	26.0594535340	22.2310718817	-1.0000000000	0.0000000000	-0.0000000000	-0.0000000000	-0.9925461516	0.1218693434	
#timeindex 1
0.0000000000	0.0000000000	0.0000000000	-0.0041836663	0.1234257792	0.9923449874	-2446.2745006562	0.7552789416	-10.4072849914	-2.1696261671	-2589.4312310063	322.0588550886	0.0000000000	0.0000000000	0.0106666667	0.0100000000	960	540	0.0000000000	-0.0000000000	26.0938320557	22.2025105311	-0.9999909028	0.0003087438	-0.0042543019	-0.0008314709	-0.9923537583	0.1234233647	
#timeindex 2
0.0000000000	0.0000000000	0.0000000000	-0.0082975744	0.1246383970	0.9921675364	-2446.5440294819	1.3682899037	-20.6325260289	-4.1911229786	-2589.3896131422	325.2501039574	0.0000000000	0.0000000000	0.0106666667	0.0100000000	960	540	0.0000000000	-0.0000000000	26.0974017180	22.1995490419	-0.9999642849	0.0005592546	-0.0084330341	-0.0016059541	-0.9922020748	0.1246293050	
#timeindex 3
0.0000000000	0.0000000000	0.0000000000	-0.0117664998	0.1259596851	0.9919655776	-2446.7812892912	2.1882518100	-29.3011004375	-6.2521897126	-2589.2987587952	328.7147228779	0.0000000000	0.0000000000	0.0106666667	0.0100000000	960	540	0.0000000000	0.0000000000	26.1008822096	22.1966622820	-0.9999279032	0.0008942745	-0.0119745022	-0.0023953940	-0.9920349581	0.1259400813	
#timeindex 4
0.0000000000	0.0000000000	0.0000000000	-0.0155128731	0.1261351900	0.9918917605	-2445.9970308715	5.5664652640	-38.9624857908	-11.1315963511	-2588.5533027307	329.0026116109	0.0000000000	0.0000000000	0.0106666667	0.0100000000	960	540	0.0000000000	-0.0000000000	26.0940124012	22.2023608928	-0.9998705678	0.0022754503	-0.0159270197	-0.0042659581	-0.9920104516	0.1260835653	
#timeindex 5
0.0000000000	0.0000000000	0.0000000000	-0.0200424980	0.1258457931	0.9918473343	-2445.6532893763	5.8649658472	-50.1640532685	-12.9387581952	-2588.5014493242	328.1681377834	0.0000000000	0.0000000000	0.0106666667	0.0100000000	960	540	0.0000000000	0.0000000000	26.0925305236	22.2035905117	-0.9997868316	0.0023976071	-0.0205071422	-0.0049587978	-0.9920469182	0.1257709127	
#timeindex 6
0.0000000000	0.0000000000	0.0000000000	-0.0245328073	0.1257973931	0.9917525686	-2445.4549039499	7.8387769485	-61.4870821984	-16.5429779455	-2588.5809419136	327.9355143413	0.0000000000	0.0000000000	0.0106666667	0.0100000000	960	540	-0.0000000000	0.0000000000	26.0932302801	22.2030098574	-0.9996789217	0.0032044182	-0.0251353398	-0.0063399502	-0.9920507787	0.1256783889	
#timeindex 7
